subject,gameNumber,category,level,user_color,outcome
139:R_1F5MGuZ2rKZOLnc,22,2,11,black,1
139:R_1F5MGuZ2rKZOLnc,23,3,26,white,0
139:R_1F5MGuZ2rKZOLnc,24,3,27,black,1
139:R_1F5MGuZ2rKZOLnc,25,3,22,white,1
139:R_1F5MGuZ2rKZOLnc,26,4,30,black,-1
139:R_1F5MGuZ2rKZOLnc,27,3,21,white,1
139:R_1F5MGuZ2rKZOLnc,28,3,24,black,1
139:R_1F5MGuZ2rKZOLnc,29,4,32,white,1
139:R_1F5MGuZ2rKZOLnc,30,5,43,black,1
139:R_1F5MGuZ2rKZOLnc,31,6,57,white,1
139:R_1F5MGuZ2rKZOLnc,32,7,64,black,1
139:R_1F5MGuZ2rKZOLnc,33,8,74,white,1
139:R_1F5MGuZ2rKZOLnc,34,9,85,black,1
152:R_XEQd4AtPvWuAWnT,0,2,1,black,1
152:R_XEQd4AtPvWuAWnT,1,2,19,white,1
152:R_XEQd4AtPvWuAWnT,0,3,17,black,1
152:R_XEQd4AtPvWuAWnT,1,3,27,white,1
152:R_XEQd4AtPvWuAWnT,2,4,39,black,1
152:R_XEQd4AtPvWuAWnT,3,5,47,white,1
152:R_XEQd4AtPvWuAWnT,4,6,50,black,1
152:R_XEQd4AtPvWuAWnT,5,7,68,white,1
152:R_XEQd4AtPvWuAWnT,6,8,76,black,1
152:R_XEQd4AtPvWuAWnT,7,9,80,white,1
152:R_XEQd4AtPvWuAWnT,8,10,99,black,1
152:R_XEQd4AtPvWuAWnT,9,11,102,white,-1
152:R_XEQd4AtPvWuAWnT,10,10,89,black,-1
152:R_XEQd4AtPvWuAWnT,11,9,83,white,-1
152:R_XEQd4AtPvWuAWnT,12,8,71,black,-1
152:R_XEQd4AtPvWuAWnT,13,7,66,white,1
152:R_XEQd4AtPvWuAWnT,14,7,59,black,1
152:R_XEQd4AtPvWuAWnT,15,8,73,white,-1
152:R_XEQd4AtPvWuAWnT,16,7,60,black,1
152:R_XEQd4AtPvWuAWnT,17,7,65,white,1
152:R_XEQd4AtPvWuAWnT,18,8,74,black,1
152:R_XEQd4AtPvWuAWnT,19,9,86,white,-1
152:R_XEQd4AtPvWuAWnT,20,8,76,black,1
152:R_XEQd4AtPvWuAWnT,21,8,74,white,1
152:R_XEQd4AtPvWuAWnT,22,9,85,black,1
152:R_XEQd4AtPvWuAWnT,23,10,96,white,-1
152:R_XEQd4AtPvWuAWnT,24,9,85,black,1
152:R_XEQd4AtPvWuAWnT,25,9,83,white,-1
152:R_XEQd4AtPvWuAWnT,26,8,78,black,-1
152:R_XEQd4AtPvWuAWnT,27,7,59,white,1
152:R_XEQd4AtPvWuAWnT,28,7,62,black,1
152:R_XEQd4AtPvWuAWnT,29,8,74,white,0
152:R_XEQd4AtPvWuAWnT,30,8,75,black,1
152:R_XEQd4AtPvWuAWnT,31,8,79,white,1
152:R_XEQd4AtPvWuAWnT,32,9,88,black,1
152:R_XEQd4AtPvWuAWnT,33,10,90,white,1
152:R_XEQd4AtPvWuAWnT,34,11,100,black,-1
149:R_shhEOP9BPIFkz97,0,2,1,black,1
149:R_shhEOP9BPIFkz97,1,2,12,white,1
149:R_shhEOP9BPIFkz97,0,3,18,black,1
149:R_shhEOP9BPIFkz97,1,3,21,white,-1
149:R_shhEOP9BPIFkz97,2,2,12,black,1
149:R_shhEOP9BPIFkz97,3,2,10,white,1
149:R_shhEOP9BPIFkz97,4,3,28,black,1
149:R_shhEOP9BPIFkz97,5,4,30,white,-1
149:R_shhEOP9BPIFkz97,6,3,20,black,1
149:R_shhEOP9BPIFkz97,7,3,28,white,1
149:R_shhEOP9BPIFkz97,8,4,38,black,1
149:R_shhEOP9BPIFkz97,9,5,41,white,1
149:R_shhEOP9BPIFkz97,10,6,59,black,1
149:R_shhEOP9BPIFkz97,11,7,66,white,1
149:R_shhEOP9BPIFkz97,12,8,74,black,1
149:R_shhEOP9BPIFkz97,13,9,87,white,-1
149:R_shhEOP9BPIFkz97,14,8,69,black,1
149:R_shhEOP9BPIFkz97,15,8,75,white,1
149:R_shhEOP9BPIFkz97,16,9,81,black,1
149:R_shhEOP9BPIFkz97,17,10,94,white,1
149:R_shhEOP9BPIFkz97,18,11,104,black,1
149:R_shhEOP9BPIFkz97,19,12,113,white,1
149:R_shhEOP9BPIFkz97,20,13,122,black,1
149:R_shhEOP9BPIFkz97,21,14,131,white,-1
149:R_shhEOP9BPIFkz97,22,13,124,black,1
149:R_shhEOP9BPIFkz97,23,13,127,white,1
149:R_shhEOP9BPIFkz97,24,14,133,black,1
149:R_shhEOP9BPIFkz97,25,15,139,white,-1
149:R_shhEOP9BPIFkz97,26,14,130,black,1
149:R_shhEOP9BPIFkz97,27,14,131,white,-1
149:R_shhEOP9BPIFkz97,28,13,126,black,1
149:R_shhEOP9BPIFkz97,29,13,127,white,-1
149:R_shhEOP9BPIFkz97,30,12,114,black,1
149:R_shhEOP9BPIFkz97,31,12,113,white,-1
149:R_shhEOP9BPIFkz97,32,11,109,black,-1
149:R_shhEOP9BPIFkz97,33,10,94,white,-1
149:R_shhEOP9BPIFkz97,34,9,80,black,-1
150:R_3ilNhJufw9u0JJr,0,2,1,black,1
150:R_3ilNhJufw9u0JJr,1,2,13,white,1
150:R_3ilNhJufw9u0JJr,0,3,12,black,1
150:R_3ilNhJufw9u0JJr,1,3,26,white,0
150:R_3ilNhJufw9u0JJr,2,3,24,black,1
150:R_3ilNhJufw9u0JJr,3,3,27,white,1
150:R_3ilNhJufw9u0JJr,4,4,34,black,1
150:R_3ilNhJufw9u0JJr,5,5,41,white,1
150:R_3ilNhJufw9u0JJr,6,6,57,black,1
150:R_3ilNhJufw9u0JJr,7,7,61,white,1
150:R_3ilNhJufw9u0JJr,8,8,70,black,1
150:R_3ilNhJufw9u0JJr,9,9,84,white,-1
150:R_3ilNhJufw9u0JJr,10,8,75,black,1
150:R_3ilNhJufw9u0JJr,11,8,76,white,-1
150:R_3ilNhJufw9u0JJr,12,7,61,black,1
150:R_3ilNhJufw9u0JJr,13,7,64,white,-1
150:R_3ilNhJufw9u0JJr,14,6,54,black,-1
150:R_3ilNhJufw9u0JJr,15,5,44,white,1
150:R_3ilNhJufw9u0JJr,16,5,42,black,1
150:R_3ilNhJufw9u0JJr,17,6,58,white,1
150:R_3ilNhJufw9u0JJr,18,7,63,black,1
150:R_3ilNhJufw9u0JJr,19,8,71,white,-1
150:R_3ilNhJufw9u0JJr,20,7,66,black,1
150:R_3ilNhJufw9u0JJr,21,7,63,white,0
150:R_3ilNhJufw9u0JJr,22,7,63,black,1
150:R_3ilNhJufw9u0JJr,23,7,66,white,1
150:R_3ilNhJufw9u0JJr,24,8,75,black,1
150:R_3ilNhJufw9u0JJr,25,9,87,white,-1
150:R_3ilNhJufw9u0JJr,26,8,75,black,1
150:R_3ilNhJufw9u0JJr,27,8,77,white,1
150:R_3ilNhJufw9u0JJr,28,9,89,black,0
150:R_3ilNhJufw9u0JJr,29,9,89,white,-1
150:R_3ilNhJufw9u0JJr,30,8,77,black,1
150:R_3ilNhJufw9u0JJr,31,8,78,white,1
150:R_3ilNhJufw9u0JJr,32,9,81,black,1
150:R_3ilNhJufw9u0JJr,33,10,94,white,-1
150:R_3ilNhJufw9u0JJr,34,9,87,black,-1
156:R_2TTetTXWqRwQOGb,0,2,1,black,1
156:R_2TTetTXWqRwQOGb,1,2,14,white,1
156:R_2TTetTXWqRwQOGb,0,3,11,black,1
156:R_2TTetTXWqRwQOGb,1,3,22,white,1
156:R_2TTetTXWqRwQOGb,2,4,37,black,1
156:R_2TTetTXWqRwQOGb,3,5,45,white,1
156:R_2TTetTXWqRwQOGb,4,6,56,black,1
156:R_2TTetTXWqRwQOGb,5,7,64,white,1
156:R_2TTetTXWqRwQOGb,6,8,70,black,1
156:R_2TTetTXWqRwQOGb,7,9,84,white,1
156:R_2TTetTXWqRwQOGb,8,10,92,black,-1
156:R_2TTetTXWqRwQOGb,9,9,83,white,1
156:R_2TTetTXWqRwQOGb,10,9,87,black,-1
156:R_2TTetTXWqRwQOGb,11,8,72,white,1
156:R_2TTetTXWqRwQOGb,12,8,76,black,1
156:R_2TTetTXWqRwQOGb,13,9,88,white,-1
156:R_2TTetTXWqRwQOGb,14,8,79,black,-1
156:R_2TTetTXWqRwQOGb,15,7,63,white,1
156:R_2TTetTXWqRwQOGb,16,7,65,black,-1
156:R_2TTetTXWqRwQOGb,17,6,50,white,-1
156:R_2TTetTXWqRwQOGb,18,5,45,black,1
156:R_2TTetTXWqRwQOGb,19,5,45,white,1
156:R_2TTetTXWqRwQOGb,20,6,52,black,1
156:R_2TTetTXWqRwQOGb,21,7,67,white,-1
156:R_2TTetTXWqRwQOGb,22,6,54,black,1
156:R_2TTetTXWqRwQOGb,23,6,52,white,1
156:R_2TTetTXWqRwQOGb,24,7,64,black,1
156:R_2TTetTXWqRwQOGb,25,8,79,white,-1
156:R_2TTetTXWqRwQOGb,26,7,60,black,-1
156:R_2TTetTXWqRwQOGb,27,6,59,white,0
156:R_2TTetTXWqRwQOGb,28,6,54,black,1
156:R_2TTetTXWqRwQOGb,29,6,57,white,1
156:R_2TTetTXWqRwQOGb,30,7,64,black,-1
156:R_2TTetTXWqRwQOGb,31,6,54,white,-1
156:R_2TTetTXWqRwQOGb,32,5,45,black,1
156:R_2TTetTXWqRwQOGb,33,5,48,white,1
156:R_2TTetTXWqRwQOGb,34,6,56,black,1
166:R_9Nac2hjg6u7BlS1,0,2,1,black,1
166:R_9Nac2hjg6u7BlS1,1,2,11,white,1
166:R_9Nac2hjg6u7BlS1,0,3,10,black,1
166:R_9Nac2hjg6u7BlS1,1,3,27,white,1
166:R_9Nac2hjg6u7BlS1,2,4,34,black,1
166:R_9Nac2hjg6u7BlS1,3,5,46,white,1
166:R_9Nac2hjg6u7BlS1,4,6,51,black,1
166:R_9Nac2hjg6u7BlS1,5,7,67,white,-1
166:R_9Nac2hjg6u7BlS1,6,6,59,black,1
166:R_9Nac2hjg6u7BlS1,7,6,50,white,-1
166:R_9Nac2hjg6u7BlS1,8,5,46,black,1
166:R_9Nac2hjg6u7BlS1,9,5,47,white,1
166:R_9Nac2hjg6u7BlS1,10,6,50,black,1
166:R_9Nac2hjg6u7BlS1,11,7,62,white,-1
166:R_9Nac2hjg6u7BlS1,12,6,58,black,-1
166:R_9Nac2hjg6u7BlS1,13,5,49,white,-1
166:R_9Nac2hjg6u7BlS1,14,4,34,black,1
166:R_9Nac2hjg6u7BlS1,15,4,38,white,1
166:R_9Nac2hjg6u7BlS1,16,5,40,black,1
166:R_9Nac2hjg6u7BlS1,17,6,55,white,1
166:R_9Nac2hjg6u7BlS1,18,7,68,black,1
166:R_9Nac2hjg6u7BlS1,19,8,74,white,-1
166:R_9Nac2hjg6u7BlS1,20,7,67,black,1
166:R_9Nac2hjg6u7BlS1,21,7,68,white,1
166:R_9Nac2hjg6u7BlS1,22,8,79,black,1
166:R_9Nac2hjg6u7BlS1,23,9,84,white,-1
166:R_9Nac2hjg6u7BlS1,24,8,70,black,-1
166:R_9Nac2hjg6u7BlS1,25,7,65,white,-1
166:R_9Nac2hjg6u7BlS1,26,6,50,black,1
166:R_9Nac2hjg6u7BlS1,27,6,54,white,1
166:R_9Nac2hjg6u7BlS1,28,7,64,black,1
166:R_9Nac2hjg6u7BlS1,29,8,79,white,1
166:R_9Nac2hjg6u7BlS1,30,9,81,black,1
166:R_9Nac2hjg6u7BlS1,31,10,97,white,-1
166:R_9Nac2hjg6u7BlS1,32,9,80,black,-1
166:R_9Nac2hjg6u7BlS1,33,8,78,white,-1
166:R_9Nac2hjg6u7BlS1,34,7,60,black,1
137:R_2X1ycnpBX7zJOwI,0,2,1,black,1
137:R_2X1ycnpBX7zJOwI,1,2,16,white,1
137:R_2X1ycnpBX7zJOwI,0,3,19,black,1
137:R_2X1ycnpBX7zJOwI,1,3,28,white,1
137:R_2X1ycnpBX7zJOwI,2,4,35,black,1
137:R_2X1ycnpBX7zJOwI,3,5,44,white,1
137:R_2X1ycnpBX7zJOwI,4,6,56,black,1
137:R_2X1ycnpBX7zJOwI,5,7,65,white,-1
137:R_2X1ycnpBX7zJOwI,6,6,50,black,1
137:R_2X1ycnpBX7zJOwI,7,6,59,white,0
137:R_2X1ycnpBX7zJOwI,8,6,49,black,-1
137:R_2X1ycnpBX7zJOwI,9,5,42,white,1
137:R_2X1ycnpBX7zJOwI,10,5,47,black,1
137:R_2X1ycnpBX7zJOwI,11,6,57,white,-1
137:R_2X1ycnpBX7zJOwI,12,5,43,black,1
137:R_2X1ycnpBX7zJOwI,13,5,39,white,1
137:R_2X1ycnpBX7zJOwI,14,6,53,black,1
137:R_2X1ycnpBX7zJOwI,15,7,65,white,1
137:R_2X1ycnpBX7zJOwI,16,8,77,black,1
137:R_2X1ycnpBX7zJOwI,17,9,85,white,1
137:R_2X1ycnpBX7zJOwI,18,10,95,black,1
137:R_2X1ycnpBX7zJOwI,19,11,100,white,-1
137:R_2X1ycnpBX7zJOwI,20,10,94,black,1
137:R_2X1ycnpBX7zJOwI,21,10,90,white,1
137:R_2X1ycnpBX7zJOwI,22,11,104,black,1
137:R_2X1ycnpBX7zJOwI,23,12,118,white,0
137:R_2X1ycnpBX7zJOwI,24,12,109,black,1
137:R_2X1ycnpBX7zJOwI,25,12,111,white,-1
137:R_2X1ycnpBX7zJOwI,26,11,103,black,1
137:R_2X1ycnpBX7zJOwI,27,11,103,white,-1
137:R_2X1ycnpBX7zJOwI,28,10,90,black,-1
137:R_2X1ycnpBX7zJOwI,29,9,85,white,-1
137:R_2X1ycnpBX7zJOwI,30,8,77,black,-1
137:R_2X1ycnpBX7zJOwI,31,7,67,white,1
137:R_2X1ycnpBX7zJOwI,32,7,61,black,-1
137:R_2X1ycnpBX7zJOwI,33,6,56,white,1
137:R_2X1ycnpBX7zJOwI,34,6,58,black,1
256:R_10BfVTQovUcZioM,0,2,1,black,1
256:R_10BfVTQovUcZioM,1,2,11,white,1
256:R_10BfVTQovUcZioM,0,3,10,black,1
256:R_10BfVTQovUcZioM,1,3,27,white,1
256:R_10BfVTQovUcZioM,2,4,39,black,1
256:R_10BfVTQovUcZioM,3,5,47,white,1
256:R_10BfVTQovUcZioM,4,6,52,black,1
256:R_10BfVTQovUcZioM,5,7,67,white,1
256:R_10BfVTQovUcZioM,6,8,75,black,0
256:R_10BfVTQovUcZioM,7,8,79,white,-1
256:R_10BfVTQovUcZioM,8,7,68,black,1
256:R_10BfVTQovUcZioM,9,7,64,white,1
256:R_10BfVTQovUcZioM,10,8,78,black,1
256:R_10BfVTQovUcZioM,11,9,82,white,1
256:R_10BfVTQovUcZioM,12,10,96,black,1
256:R_10BfVTQovUcZioM,13,11,108,white,1
256:R_10BfVTQovUcZioM,14,12,110,black,1
256:R_10BfVTQovUcZioM,15,13,121,white,0
256:R_10BfVTQovUcZioM,16,13,125,black,1
256:R_10BfVTQovUcZioM,17,13,127,white,1
256:R_10BfVTQovUcZioM,18,14,131,black,1
256:R_10BfVTQovUcZioM,19,15,141,white,-1
256:R_10BfVTQovUcZioM,20,14,134,black,1
256:R_10BfVTQovUcZioM,21,14,132,white,-1
256:R_10BfVTQovUcZioM,22,13,123,black,1
256:R_10BfVTQovUcZioM,23,13,120,white,-1
256:R_10BfVTQovUcZioM,24,12,113,black,1
256:R_10BfVTQovUcZioM,25,12,117,white,-1
256:R_10BfVTQovUcZioM,26,11,100,black,1
256:R_10BfVTQovUcZioM,27,11,106,white,-1
256:R_10BfVTQovUcZioM,28,10,90,black,1
256:R_10BfVTQovUcZioM,29,10,99,white,1
256:R_10BfVTQovUcZioM,30,11,106,black,1
256:R_10BfVTQovUcZioM,31,12,116,white,1
256:R_10BfVTQovUcZioM,32,13,124,black,0
256:R_10BfVTQovUcZioM,33,13,126,white,-1
256:R_10BfVTQovUcZioM,34,12,110,black,-1
175:R_2vjnTMhG0Bpa7wq,0,2,1,black,1
175:R_2vjnTMhG0Bpa7wq,1,2,16,white,1
175:R_2vjnTMhG0Bpa7wq,0,3,18,black,1
175:R_2vjnTMhG0Bpa7wq,1,3,26,white,1
175:R_2vjnTMhG0Bpa7wq,2,4,38,black,1
175:R_2vjnTMhG0Bpa7wq,3,5,44,white,-1
175:R_2vjnTMhG0Bpa7wq,4,4,36,black,1
175:R_2vjnTMhG0Bpa7wq,5,4,34,white,1
175:R_2vjnTMhG0Bpa7wq,6,5,40,black,1
175:R_2vjnTMhG0Bpa7wq,7,6,51,white,0
175:R_2vjnTMhG0Bpa7wq,8,6,51,black,1
175:R_2vjnTMhG0Bpa7wq,9,6,53,white,1
175:R_2vjnTMhG0Bpa7wq,10,7,62,black,1
175:R_2vjnTMhG0Bpa7wq,11,8,75,white,1
175:R_2vjnTMhG0Bpa7wq,12,9,83,black,1
175:R_2vjnTMhG0Bpa7wq,13,10,98,white,-1
175:R_2vjnTMhG0Bpa7wq,14,9,86,black,1
175:R_2vjnTMhG0Bpa7wq,15,9,86,white,1
175:R_2vjnTMhG0Bpa7wq,16,10,91,black,-1
175:R_2vjnTMhG0Bpa7wq,17,9,84,white,1
175:R_2vjnTMhG0Bpa7wq,18,9,82,black,1
175:R_2vjnTMhG0Bpa7wq,19,10,94,white,-1
175:R_2vjnTMhG0Bpa7wq,20,9,85,black,1
175:R_2vjnTMhG0Bpa7wq,21,9,87,white,-1
175:R_2vjnTMhG0Bpa7wq,22,8,74,black,1
175:R_2vjnTMhG0Bpa7wq,23,8,71,white,1
175:R_2vjnTMhG0Bpa7wq,24,9,85,black,1
175:R_2vjnTMhG0Bpa7wq,25,10,93,white,1
175:R_2vjnTMhG0Bpa7wq,26,11,105,black,1
175:R_2vjnTMhG0Bpa7wq,27,12,112,white,-1
175:R_2vjnTMhG0Bpa7wq,28,11,107,black,1
175:R_2vjnTMhG0Bpa7wq,29,11,108,white,-1
175:R_2vjnTMhG0Bpa7wq,30,10,90,black,1
175:R_2vjnTMhG0Bpa7wq,31,10,98,white,-1
175:R_2vjnTMhG0Bpa7wq,32,9,84,black,1
175:R_2vjnTMhG0Bpa7wq,33,9,85,white,1
175:R_2vjnTMhG0Bpa7wq,34,10,98,black,1
181:R_3fDgQlApbcv1n4e,0,2,1,black,1
181:R_3fDgQlApbcv1n4e,1,2,11,white,1
181:R_3fDgQlApbcv1n4e,0,3,13,black,1
181:R_3fDgQlApbcv1n4e,1,3,29,white,1
181:R_3fDgQlApbcv1n4e,2,4,38,black,1
181:R_3fDgQlApbcv1n4e,3,5,42,white,-1
181:R_3fDgQlApbcv1n4e,4,4,32,black,1
181:R_3fDgQlApbcv1n4e,5,4,34,white,1
181:R_3fDgQlApbcv1n4e,6,5,43,black,1
181:R_3fDgQlApbcv1n4e,7,6,55,white,1
181:R_3fDgQlApbcv1n4e,8,7,65,black,1
181:R_3fDgQlApbcv1n4e,9,8,70,white,1
181:R_3fDgQlApbcv1n4e,10,9,79,black,1
181:R_3fDgQlApbcv1n4e,11,10,94,white,1
181:R_3fDgQlApbcv1n4e,12,11,100,black,1
181:R_3fDgQlApbcv1n4e,13,12,113,white,1
181:R_3fDgQlApbcv1n4e,14,13,127,black,1
181:R_3fDgQlApbcv1n4e,15,14,137,white,-1
181:R_3fDgQlApbcv1n4e,16,13,120,black,-1
181:R_3fDgQlApbcv1n4e,17,12,114,white,1
181:R_3fDgQlApbcv1n4e,18,12,117,black,1
181:R_3fDgQlApbcv1n4e,19,13,125,white,1
181:R_3fDgQlApbcv1n4e,20,14,132,black,-1
181:R_3fDgQlApbcv1n4e,21,13,119,white,1
181:R_3fDgQlApbcv1n4e,22,13,127,black,1
181:R_3fDgQlApbcv1n4e,23,14,132,white,-1
181:R_3fDgQlApbcv1n4e,24,13,125,black,1
181:R_3fDgQlApbcv1n4e,25,13,123,white,1
181:R_3fDgQlApbcv1n4e,26,14,138,black,1
181:R_3fDgQlApbcv1n4e,27,15,145,white,-1
181:R_3fDgQlApbcv1n4e,28,14,132,black,1
181:R_3fDgQlApbcv1n4e,29,14,134,white,-1
181:R_3fDgQlApbcv1n4e,30,13,121,black,1
181:R_3fDgQlApbcv1n4e,31,13,125,white,-1
181:R_3fDgQlApbcv1n4e,32,12,110,black,1
181:R_3fDgQlApbcv1n4e,33,12,110,white,1
181:R_3fDgQlApbcv1n4e,34,13,119,black,1
187:R_3oHOHstFKN4HiLA,0,2,1,black,1
187:R_3oHOHstFKN4HiLA,1,2,19,white,1
187:R_3oHOHstFKN4HiLA,0,3,10,black,1
187:R_3oHOHstFKN4HiLA,1,3,22,white,1
187:R_3oHOHstFKN4HiLA,2,4,30,black,1
187:R_3oHOHstFKN4HiLA,3,5,48,white,1
187:R_3oHOHstFKN4HiLA,4,6,51,black,1
187:R_3oHOHstFKN4HiLA,5,7,67,white,1
187:R_3oHOHstFKN4HiLA,6,8,73,black,-1
187:R_3oHOHstFKN4HiLA,7,7,62,white,1
187:R_3oHOHstFKN4HiLA,8,7,60,black,1
187:R_3oHOHstFKN4HiLA,9,8,73,white,1
187:R_3oHOHstFKN4HiLA,10,9,85,black,1
187:R_3oHOHstFKN4HiLA,11,10,95,white,-1
187:R_3oHOHstFKN4HiLA,12,9,89,black,1
187:R_3oHOHstFKN4HiLA,13,9,87,white,1
187:R_3oHOHstFKN4HiLA,14,10,98,black,1
187:R_3oHOHstFKN4HiLA,15,11,109,white,-1
187:R_3oHOHstFKN4HiLA,16,10,94,black,1
187:R_3oHOHstFKN4HiLA,17,10,90,white,-1
187:R_3oHOHstFKN4HiLA,18,9,86,black,-1
187:R_3oHOHstFKN4HiLA,19,8,71,white,1
187:R_3oHOHstFKN4HiLA,20,8,74,black,1
187:R_3oHOHstFKN4HiLA,21,9,87,white,1
187:R_3oHOHstFKN4HiLA,22,10,93,black,-1
187:R_3oHOHstFKN4HiLA,23,9,88,white,1
187:R_3oHOHstFKN4HiLA,24,9,80,black,1
187:R_3oHOHstFKN4HiLA,25,10,90,white,0
187:R_3oHOHstFKN4HiLA,26,10,92,black,1
187:R_3oHOHstFKN4HiLA,27,10,92,white,1
187:R_3oHOHstFKN4HiLA,28,11,101,black,1
187:R_3oHOHstFKN4HiLA,29,12,116,white,1
187:R_3oHOHstFKN4HiLA,30,13,126,black,-1
187:R_3oHOHstFKN4HiLA,31,12,117,white,-1
187:R_3oHOHstFKN4HiLA,32,11,100,black,-1
187:R_3oHOHstFKN4HiLA,33,10,89,white,-1
192:R_1LeQOpZ9pat1k7D,0,2,1,black,1
192:R_1LeQOpZ9pat1k7D,1,2,19,white,1
192:R_1LeQOpZ9pat1k7D,0,3,12,black,1
192:R_1LeQOpZ9pat1k7D,1,3,25,white,1
192:R_1LeQOpZ9pat1k7D,2,4,37,black,1
192:R_1LeQOpZ9pat1k7D,3,5,43,white,1
192:R_1LeQOpZ9pat1k7D,4,6,50,black,1
192:R_1LeQOpZ9pat1k7D,5,7,69,white,1
192:R_1LeQOpZ9pat1k7D,6,8,78,black,1
192:R_1LeQOpZ9pat1k7D,7,9,81,white,-1
192:R_1LeQOpZ9pat1k7D,8,8,70,black,1
192:R_1LeQOpZ9pat1k7D,9,8,73,white,1
192:R_1LeQOpZ9pat1k7D,10,9,83,black,1
192:R_1LeQOpZ9pat1k7D,11,10,96,white,-1
192:R_1LeQOpZ9pat1k7D,12,9,85,black,1
192:R_1LeQOpZ9pat1k7D,13,9,87,white,1
192:R_1LeQOpZ9pat1k7D,14,10,96,black,1
192:R_1LeQOpZ9pat1k7D,15,11,99,white,-1
192:R_1LeQOpZ9pat1k7D,16,10,97,black,1
192:R_1LeQOpZ9pat1k7D,17,10,97,white,1
192:R_1LeQOpZ9pat1k7D,18,11,101,black,1
192:R_1LeQOpZ9pat1k7D,19,12,113,white,0
192:R_1LeQOpZ9pat1k7D,20,12,117,black,1
192:R_1LeQOpZ9pat1k7D,21,12,119,white,1
192:R_1LeQOpZ9pat1k7D,22,13,127,black,-1
192:R_1LeQOpZ9pat1k7D,23,12,118,white,1
192:R_1LeQOpZ9pat1k7D,24,12,118,black,1
192:R_1LeQOpZ9pat1k7D,25,13,125,white,-1
192:R_1LeQOpZ9pat1k7D,26,12,112,black,1
192:R_1LeQOpZ9pat1k7D,27,12,118,white,1
192:R_1LeQOpZ9pat1k7D,28,13,125,black,1
192:R_1LeQOpZ9pat1k7D,29,14,133,white,-1
192:R_1LeQOpZ9pat1k7D,30,13,127,black,-1
192:R_1LeQOpZ9pat1k7D,31,12,113,white,1
192:R_1LeQOpZ9pat1k7D,32,12,115,black,-1
192:R_1LeQOpZ9pat1k7D,33,11,106,white,1
192:R_1LeQOpZ9pat1k7D,34,11,104,black,-1
199:R_D1Afhly6eOCY66B,0,2,1,black,1
199:R_D1Afhly6eOCY66B,1,2,15,white,1
199:R_D1Afhly6eOCY66B,0,3,10,black,1
199:R_D1Afhly6eOCY66B,1,3,22,white,1
199:R_D1Afhly6eOCY66B,2,4,35,black,1
199:R_D1Afhly6eOCY66B,3,5,44,white,1
199:R_D1Afhly6eOCY66B,4,6,58,black,1
199:R_D1Afhly6eOCY66B,5,7,62,white,1
199:R_D1Afhly6eOCY66B,6,8,73,black,1
199:R_D1Afhly6eOCY66B,7,9,85,white,1
199:R_D1Afhly6eOCY66B,8,10,90,black,1
199:R_D1Afhly6eOCY66B,9,11,102,white,-1
199:R_D1Afhly6eOCY66B,10,10,90,black,1
199:R_D1Afhly6eOCY66B,11,10,90,white,1
199:R_D1Afhly6eOCY66B,12,11,103,black,1
199:R_D1Afhly6eOCY66B,13,12,117,white,1
199:R_D1Afhly6eOCY66B,14,13,124,black,1
199:R_D1Afhly6eOCY66B,15,14,132,white,1
199:R_D1Afhly6eOCY66B,16,15,145,black,-1
199:R_D1Afhly6eOCY66B,17,14,132,white,-1
199:R_D1Afhly6eOCY66B,18,13,127,black,-1
199:R_D1Afhly6eOCY66B,19,12,112,white,1
199:R_D1Afhly6eOCY66B,20,12,117,black,1
199:R_D1Afhly6eOCY66B,21,13,122,white,1
199:R_D1Afhly6eOCY66B,22,14,129,black,1
199:R_D1Afhly6eOCY66B,23,15,149,white,1
199:R_D1Afhly6eOCY66B,24,16,152,black,1
199:R_D1Afhly6eOCY66B,25,17,168,white,-1
199:R_D1Afhly6eOCY66B,26,16,150,black,1
199:R_D1Afhly6eOCY66B,27,16,150,white,-1
199:R_D1Afhly6eOCY66B,28,15,141,black,-1
199:R_D1Afhly6eOCY66B,29,14,130,white,-1
199:R_D1Afhly6eOCY66B,30,13,123,black,1
199:R_D1Afhly6eOCY66B,31,13,128,white,-1
199:R_D1Afhly6eOCY66B,32,12,112,black,1
199:R_D1Afhly6eOCY66B,33,12,114,white,1
199:R_D1Afhly6eOCY66B,34,13,127,black,1
201:R_3kzZPXnjFGbpt30,0,2,1,black,1
201:R_3kzZPXnjFGbpt30,1,2,14,white,1
201:R_3kzZPXnjFGbpt30,0,3,10,black,1
201:R_3kzZPXnjFGbpt30,1,3,26,white,-1
201:R_3kzZPXnjFGbpt30,2,2,13,black,1
201:R_3kzZPXnjFGbpt30,3,2,19,white,-1
201:R_3kzZPXnjFGbpt30,4,1,6,black,1
201:R_3kzZPXnjFGbpt30,5,1,9,white,1
201:R_3kzZPXnjFGbpt30,6,2,19,black,1
201:R_3kzZPXnjFGbpt30,7,3,20,white,1
201:R_3kzZPXnjFGbpt30,8,4,36,black,1
201:R_3kzZPXnjFGbpt30,9,5,40,white,1
201:R_3kzZPXnjFGbpt30,10,6,58,black,1
201:R_3kzZPXnjFGbpt30,11,7,68,white,1
201:R_3kzZPXnjFGbpt30,12,8,73,black,0
201:R_3kzZPXnjFGbpt30,13,8,71,white,-1
201:R_3kzZPXnjFGbpt30,14,7,66,black,1
201:R_3kzZPXnjFGbpt30,15,7,60,white,1
