FlooredAge,subjectNr,gameNumber,category,level,user_color,outcome,count,win
22.0,A1176,21,16.0,157,white,0.0,1.0,0.0
22.0,A1176,22,16.0,151,black,1.0,1.0,1.0
22.0,A1176,23,16.0,158,white,1.0,1.0,1.0
22.0,A1176,24,17.0,160,black,1.0,1.0,1.0
22.0,A1176,25,18.0,176,white,1.0,1.0,1.0
22.0,A1176,26,19.0,186,black,1.0,1.0,1.0
22.0,A1176,27,20.0,191,white,-1.0,1.0,0.0
22.0,A1176,28,19.0,186,black,0.0,1.0,0.0
22.0,A1176,29,19.0,187,white,-1.0,1.0,0.0
22.0,A1176,30,18.0,172,black,-1.0,1.0,0.0
22.0,A1176,31,17.0,160,white,1.0,1.0,1.0
22.0,A1176,32,17.0,159,black,0.0,1.0,0.0
22.0,A1176,33,17.0,168,white,-1.0,1.0,0.0
22.0,A1176,34,16.0,152,black,1.0,1.0,1.0
22.0,A1177,0,2.0,1,black,-1.0,1.0,0.0
22.0,A1177,1,1.0,2,white,1.0,1.0,1.0
22.0,A1177,0,1.0,13,black,1.0,1.0,1.0
22.0,A1177,1,3.0,26,white,0.0,1.0,0.0
22.0,A1177,2,3.0,26,black,0.0,1.0,0.0
22.0,A1177,3,3.0,26,white,1.0,1.0,1.0
22.0,A1177,4,3.0,24,black,-1.0,1.0,0.0
22.0,A1177,5,2.0,18,white,1.0,1.0,1.0
22.0,A1177,6,2.0,19,black,1.0,1.0,1.0
22.0,A1177,7,3.0,21,white,1.0,1.0,1.0
22.0,A1177,8,4.0,35,black,1.0,1.0,1.0
22.0,A1177,9,5.0,45,white,1.0,1.0,1.0
22.0,A1177,10,6.0,52,black,1.0,1.0,1.0
22.0,A1177,11,7.0,68,white,1.0,1.0,1.0
22.0,A1177,12,8.0,69,black,1.0,1.0,1.0
22.0,A1177,13,9.0,82,white,1.0,1.0,1.0
22.0,A1177,14,10.0,92,black,1.0,1.0,1.0
22.0,A1177,15,11.0,105,white,-1.0,1.0,0.0
22.0,A1177,16,10.0,94,black,1.0,1.0,1.0
22.0,A1177,17,10.0,94,white,-1.0,1.0,0.0
22.0,A1177,18,9.0,79,black,1.0,1.0,1.0
22.0,A1177,19,9.0,86,white,1.0,1.0,1.0
22.0,A1177,20,10.0,92,black,-1.0,1.0,0.0
22.0,A1177,21,9.0,82,white,-1.0,1.0,0.0
22.0,A1177,22,8.0,74,black,1.0,1.0,1.0
22.0,A1177,23,8.0,70,white,1.0,1.0,1.0
22.0,A1177,24,9.0,84,black,1.0,1.0,1.0
22.0,A1177,25,10.0,97,white,-1.0,1.0,0.0
22.0,A1177,26,9.0,84,black,1.0,1.0,1.0
22.0,A1177,27,9.0,87,white,1.0,1.0,1.0
22.0,A1177,28,10.0,92,black,1.0,1.0,1.0
22.0,A1177,29,11.0,101,white,1.0,1.0,1.0
22.0,A1177,30,12.0,118,black,-1.0,1.0,0.0
22.0,A1177,31,11.0,108,white,-1.0,1.0,0.0
22.0,A1177,32,10.0,93,black,1.0,1.0,1.0
22.0,A1177,33,10.0,93,white,1.0,1.0,1.0
22.0,A1177,34,11.0,106,black,1.0,1.0,1.0
24.0,A1183,0,2.0,1,black,1.0,1.0,1.0
24.0,A1183,1,2.0,11,white,1.0,1.0,1.0
24.0,A1183,0,3.0,16,black,1.0,1.0,1.0
24.0,A1183,1,3.0,26,white,1.0,1.0,1.0
24.0,A1183,2,4.0,35,black,1.0,1.0,1.0
24.0,A1183,3,5.0,48,white,1.0,1.0,1.0
24.0,A1183,4,6.0,56,black,1.0,1.0,1.0
24.0,A1183,5,7.0,64,white,1.0,1.0,1.0
24.0,A1183,6,8.0,70,black,1.0,1.0,1.0
24.0,A1183,7,9.0,89,white,1.0,1.0,1.0
24.0,A1183,8,10.0,97,black,1.0,1.0,1.0
24.0,A1183,9,11.0,103,white,1.0,1.0,1.0
24.0,A1183,10,12.0,113,black,1.0,1.0,1.0
24.0,A1183,11,13.0,127,white,1.0,1.0,1.0
24.0,A1183,12,14.0,132,black,1.0,1.0,1.0
24.0,A1183,13,15.0,147,white,-1.0,1.0,0.0
24.0,A1183,14,14.0,132,black,1.0,1.0,1.0
24.0,A1183,15,14.0,138,white,1.0,1.0,1.0
24.0,A1183,16,15.0,143,black,1.0,1.0,1.0
24.0,A1183,17,16.0,151,white,-1.0,1.0,0.0
24.0,A1183,18,15.0,142,black,1.0,1.0,1.0
24.0,A1183,19,15.0,147,white,1.0,1.0,1.0
24.0,A1183,20,16.0,153,black,-1.0,1.0,0.0
24.0,A1183,21,15.0,146,white,1.0,1.0,1.0
24.0,A1183,22,15.0,143,black,1.0,1.0,1.0
24.0,A1183,23,16.0,157,white,-1.0,1.0,0.0
24.0,A1183,24,15.0,143,black,1.0,1.0,1.0
24.0,A1183,25,15.0,142,white,-1.0,1.0,0.0
24.0,A1183,26,14.0,129,black,1.0,1.0,1.0
24.0,A1183,27,14.0,132,white,-1.0,1.0,0.0
24.0,A1183,28,13.0,120,black,1.0,1.0,1.0
24.0,A1183,29,13.0,125,white,1.0,1.0,1.0
24.0,A1183,30,14.0,134,black,1.0,1.0,1.0
24.0,A1183,31,15.0,148,white,1.0,1.0,1.0
24.0,A1183,32,16.0,155,black,1.0,1.0,1.0
24.0,A1183,33,17.0,164,white,-1.0,1.0,0.0
24.0,A1183,34,16.0,152,black,-1.0,1.0,0.0
22.0,A1184,0,2.0,1,black,1.0,1.0,1.0
22.0,A1184,1,2.0,10,white,1.0,1.0,1.0
22.0,A1184,0,3.0,9,black,1.0,1.0,1.0
22.0,A1184,1,3.0,24,white,1.0,1.0,1.0
22.0,A1184,2,4.0,36,black,1.0,1.0,1.0
22.0,A1184,3,5.0,40,white,1.0,1.0,1.0
22.0,A1184,4,6.0,56,black,1.0,1.0,1.0
22.0,A1184,5,7.0,61,white,1.0,1.0,1.0
22.0,A1184,6,8.0,76,black,1.0,1.0,1.0
22.0,A1184,7,9.0,82,white,-1.0,1.0,0.0
22.0,A1184,8,8.0,77,black,1.0,1.0,1.0
22.0,A1184,9,8.0,70,white,1.0,1.0,1.0
22.0,A1184,10,9.0,81,black,1.0,1.0,1.0
22.0,A1184,11,10.0,99,white,-1.0,1.0,0.0
22.0,A1184,12,9.0,86,black,-1.0,1.0,0.0
22.0,A1184,13,8.0,76,white,1.0,1.0,1.0
22.0,A1184,14,8.0,76,black,-1.0,1.0,0.0
22.0,A1184,15,7.0,65,white,1.0,1.0,1.0
22.0,A1184,16,7.0,65,black,1.0,1.0,1.0
22.0,A1184,17,8.0,72,white,1.0,1.0,1.0
22.0,A1184,18,9.0,88,black,1.0,1.0,1.0
22.0,A1184,19,10.0,90,white,-1.0,1.0,0.0
22.0,A1184,20,9.0,83,black,1.0,1.0,1.0
22.0,A1184,21,9.0,87,white,1.0,1.0,1.0
22.0,A1184,22,10.0,96,black,1.0,1.0,1.0
22.0,A1184,23,11.0,107,white,1.0,1.0,1.0
22.0,A1184,24,12.0,116,black,1.0,1.0,1.0
22.0,A1184,25,13.0,123,white,1.0,1.0,1.0
22.0,A1184,26,14.0,138,black,-1.0,1.0,0.0
22.0,A1184,27,13.0,127,white,1.0,1.0,1.0
22.0,A1184,28,13.0,128,black,-1.0,1.0,0.0
22.0,A1184,29,12.0,112,white,1.0,1.0,1.0
22.0,A1184,30,12.0,112,black,1.0,1.0,1.0
22.0,A1184,31,13.0,121,white,-1.0,1.0,0.0
22.0,A1184,32,12.0,116,black,1.0,1.0,1.0
22.0,A1184,33,12.0,110,white,1.0,1.0,1.0
22.0,A1184,34,13.0,128,black,1.0,1.0,1.0
18.0,A1098,0,2.0,1,black,1.0,1.0,1.0
18.0,A1098,1,2.0,14,white,1.0,1.0,1.0
18.0,A1098,0,3.0,11,black,1.0,1.0,1.0
18.0,A1098,1,3.0,21,white,1.0,1.0,1.0
18.0,A1098,2,4.0,35,black,1.0,1.0,1.0
18.0,A1098,3,5.0,44,white,-1.0,1.0,0.0
18.0,A1098,4,4.0,37,black,1.0,1.0,1.0
18.0,A1098,5,4.0,39,white,1.0,1.0,1.0
18.0,A1098,6,5.0,42,black,-1.0,1.0,0.0
18.0,A1098,7,4.0,38,white,1.0,1.0,1.0
18.0,A1098,8,4.0,31,black,1.0,1.0,1.0
18.0,A1098,9,5.0,43,white,1.0,1.0,1.0
18.0,A1098,10,6.0,53,black,1.0,1.0,1.0
18.0,A1098,11,7.0,67,white,1.0,1.0,1.0
18.0,A1098,12,8.0,76,black,1.0,1.0,1.0
18.0,A1098,13,9.0,80,white,1.0,1.0,1.0
18.0,A1098,14,10.0,93,black,1.0,1.0,1.0
18.0,A1098,15,11.0,101,white,-1.0,1.0,0.0
18.0,A1098,16,10.0,95,black,1.0,1.0,1.0
18.0,A1098,17,10.0,97,white,1.0,1.0,1.0
18.0,A1098,18,11.0,105,black,-1.0,1.0,0.0
18.0,A1098,19,10.0,95,white,1.0,1.0,1.0
18.0,A1098,20,10.0,92,black,1.0,1.0,1.0
18.0,A1098,21,11.0,104,white,1.0,1.0,1.0
18.0,A1098,22,12.0,115,black,1.0,1.0,1.0
18.0,A1098,23,13.0,127,white,0.0,1.0,0.0
18.0,A1098,24,13.0,120,black,-1.0,1.0,0.0
18.0,A1098,25,12.0,114,white,-1.0,1.0,0.0
18.0,A1098,26,11.0,104,black,-1.0,1.0,0.0
18.0,A1098,27,10.0,97,white,1.0,1.0,1.0
18.0,A1098,28,10.0,89,black,1.0,1.0,1.0
18.0,A1098,29,11.0,105,white,-1.0,1.0,0.0
18.0,A1098,30,10.0,90,black,1.0,1.0,1.0
18.0,A1098,31,10.0,90,white,-1.0,1.0,0.0
18.0,A1098,32,9.0,84,black,-1.0,1.0,0.0
18.0,A1098,33,8.0,71,white,1.0,1.0,1.0
18.0,A1098,34,8.0,76,black,1.0,1.0,1.0
22.0,A1099,0,2.0,1,black,1.0,1.0,1.0
22.0,A1099,1,2.0,17,white,1.0,1.0,1.0
22.0,A1099,0,3.0,13,black,1.0,1.0,1.0
22.0,A1099,1,3.0,26,white,1.0,1.0,1.0
22.0,A1099,2,4.0,32,black,1.0,1.0,1.0
22.0,A1099,3,5.0,42,white,1.0,1.0,1.0
22.0,A1099,4,6.0,56,black,1.0,1.0,1.0
22.0,A1099,5,7.0,68,white,1.0,1.0,1.0
22.0,A1099,6,8.0,75,black,1.0,1.0,1.0
22.0,A1099,7,9.0,87,white,1.0,1.0,1.0
22.0,A1099,8,10.0,95,black,1.0,1.0,1.0
22.0,A1099,9,11.0,105,white,-1.0,1.0,0.0
22.0,A1099,10,10.0,95,black,1.0,1.0,1.0
22.0,A1099,11,10.0,96,white,-1.0,1.0,0.0
22.0,A1099,12,9.0,80,black,1.0,1.0,1.0
22.0,A1099,13,9.0,89,white,1.0,1.0,1.0
22.0,A1099,14,10.0,96,black,1.0,1.0,1.0
22.0,A1099,15,11.0,108,white,-1.0,1.0,0.0
22.0,A1099,16,10.0,90,black,-1.0,1.0,0.0
22.0,A1099,17,9.0,80,white,1.0,1.0,1.0
22.0,A1099,18,9.0,84,black,1.0,1.0,1.0
22.0,A1099,19,10.0,93,white,1.0,1.0,1.0
22.0,A1099,20,11.0,108,black,1.0,1.0,1.0
22.0,A1099,21,12.0,114,white,1.0,1.0,1.0
22.0,A1099,22,13.0,122,black,-1.0,1.0,0.0
22.0,A1099,23,12.0,114,white,1.0,1.0,1.0
22.0,A1099,24,12.0,114,black,1.0,1.0,1.0
22.0,A1099,25,13.0,123,white,1.0,1.0,1.0
22.0,A1099,26,14.0,132,black,1.0,1.0,1.0
22.0,A1099,27,15.0,147,white,1.0,1.0,1.0
22.0,A1099,28,16.0,157,black,-1.0,1.0,0.0
22.0,A1099,29,15.0,142,white,-1.0,1.0,0.0
22.0,A1099,30,14.0,135,black,-1.0,1.0,0.0
22.0,A1099,31,13.0,124,white,1.0,1.0,1.0
22.0,A1099,32,13.0,124,black,1.0,1.0,1.0
22.0,A1099,33,14.0,129,white,-1.0,1.0,0.0
22.0,A1099,34,13.0,127,black,-1.0,1.0,0.0
24.0,A1107,0,2.0,1,black,1.0,1.0,1.0
24.0,A1107,1,2.0,13,white,1.0,1.0,1.0
24.0,A1107,0,3.0,18,black,1.0,1.0,1.0
24.0,A1107,1,3.0,25,white,1.0,1.0,1.0
24.0,A1107,2,4.0,39,black,-1.0,1.0,0.0
24.0,A1107,3,3.0,23,white,1.0,1.0,1.0
24.0,A1107,4,3.0,23,black,1.0,1.0,1.0
24.0,A1107,5,4.0,37,white,1.0,1.0,1.0
24.0,A1107,6,5.0,43,black,-1.0,1.0,0.0
24.0,A1107,7,4.0,30,white,-1.0,1.0,0.0
24.0,A1107,8,3.0,25,black,-1.0,1.0,0.0
24.0,A1107,9,2.0,12,white,-1.0,1.0,0.0
24.0,A1107,10,1.0,8,black,1.0,1.0,1.0
24.0,A1107,11,1.0,2,white,1.0,1.0,1.0
24.0,A1107,12,2.0,14,black,-1.0,1.0,0.0
24.0,A1107,13,1.0,3,white,1.0,1.0,1.0
24.0,A1107,14,1.0,6,black,1.0,1.0,1.0
24.0,A1107,15,2.0,15,white,1.0,1.0,1.0
24.0,A1107,16,3.0,29,black,1.0,1.0,1.0
24.0,A1107,17,4.0,30,white,-1.0,1.0,0.0
24.0,A1107,18,3.0,26,black,1.0,1.0,1.0
24.0,A1107,19,3.0,21,white,1.0,1.0,1.0
24.0,A1107,20,4.0,32,black,1.0,1.0,1.0
24.0,A1107,21,5.0,46,white,1.0,1.0,1.0
24.0,A1107,22,6.0,58,black,1.0,1.0,1.0
24.0,A1107,23,7.0,61,white,-1.0,1.0,0.0
24.0,A1107,24,6.0,51,black,-1.0,1.0,0.0
24.0,A1107,25,5.0,49,white,1.0,1.0,1.0
24.0,A1107,26,5.0,48,black,1.0,1.0,1.0
24.0,A1107,27,6.0,50,white,1.0,1.0,1.0
24.0,A1107,28,7.0,64,black,1.0,1.0,1.0
24.0,A1107,29,8.0,76,white,-1.0,1.0,0.0
24.0,A1107,30,7.0,60,black,1.0,1.0,1.0
24.0,A1107,31,7.0,61,white,1.0,1.0,1.0
24.0,A1107,32,8.0,70,black,1.0,1.0,1.0
24.0,A1107,33,9.0,82,white,1.0,1.0,1.0
24.0,A1107,34,10.0,97,black,1.0,1.0,1.0
22.0,A1124,0,2.0,1,black,1.0,1.0,1.0
22.0,A1124,1,2.0,12,white,1.0,1.0,1.0
22.0,A1124,0,3.0,13,black,1.0,1.0,1.0
22.0,A1124,1,3.0,20,white,1.0,1.0,1.0
22.0,A1124,2,4.0,34,black,1.0,1.0,1.0
22.0,A1124,3,5.0,44,white,1.0,1.0,1.0
22.0,A1124,4,6.0,59,black,-1.0,1.0,0.0
22.0,A1124,5,5.0,43,white,-1.0,1.0,0.0
22.0,A1124,6,4.0,36,black,1.0,1.0,1.0
22.0,A1124,7,4.0,30,white,1.0,1.0,1.0
22.0,A1124,8,5.0,49,black,1.0,1.0,1.0
22.0,A1124,9,6.0,59,white,1.0,1.0,1.0
22.0,A1124,10,7.0,64,black,1.0,1.0,1.0
22.0,A1124,11,8.0,74,white,1.0,1.0,1.0
22.0,A1124,12,9.0,79,black,1.0,1.0,1.0
22.0,A1124,13,10.0,90,white,-1.0,1.0,0.0
22.0,A1124,14,9.0,88,black,1.0,1.0,1.0
22.0,A1124,15,9.0,88,white,1.0,1.0,1.0
22.0,A1124,16,10.0,95,black,-1.0,1.0,0.0
22.0,A1124,17,9.0,81,white,1.0,1.0,1.0
22.0,A1124,18,9.0,84,black,1.0,1.0,1.0
22.0,A1124,19,10.0,91,white,1.0,1.0,1.0
22.0,A1124,20,11.0,108,black,-1.0,1.0,0.0
22.0,A1124,21,10.0,93,white,1.0,1.0,1.0
22.0,A1124,22,10.0,90,black,1.0,1.0,1.0
22.0,A1124,23,11.0,108,white,1.0,1.0,1.0
22.0,A1124,24,12.0,115,black,1.0,1.0,1.0
22.0,A1124,25,13.0,129,white,1.0,1.0,1.0
22.0,A1124,26,14.0,138,black,1.0,1.0,1.0
22.0,A1124,27,15.0,145,white,-1.0,1.0,0.0
22.0,A1124,28,14.0,132,black,-1.0,1.0,0.0
22.0,A1124,29,13.0,120,white,-1.0,1.0,0.0
22.0,A1124,30,12.0,115,black,1.0,1.0,1.0
22.0,A1124,31,12.0,113,white,-1.0,1.0,0.0
22.0,A1124,32,11.0,103,black,1.0,1.0,1.0
22.0,A1124,33,11.0,105,white,-1.0,1.0,0.0
22.0,A1124,34,10.0,90,black,1.0,1.0,1.0
20.0,A1084,0,2.0,1,black,1.0,1.0,1.0
20.0,A1084,1,2.0,15,white,1.0,1.0,1.0
20.0,A1084,0,3.0,11,black,1.0,1.0,1.0
20.0,A1084,1,3.0,22,white,1.0,1.0,1.0
20.0,A1084,2,4.0,32,black,1.0,1.0,1.0
20.0,A1084,3,5.0,45,white,1.0,1.0,1.0
20.0,A1084,4,6.0,58,black,1.0,1.0,1.0
20.0,A1084,5,7.0,61,white,1.0,1.0,1.0
20.0,A1084,6,8.0,74,black,1.0,1.0,1.0
20.0,A1084,7,9.0,86,white,-1.0,1.0,0.0
20.0,A1084,8,8.0,70,black,-1.0,1.0,0.0
20.0,A1084,9,7.0,62,white,1.0,1.0,1.0
20.0,A1084,10,7.0,63,black,1.0,1.0,1.0
20.0,A1084,11,8.0,78,white,1.0,1.0,1.0
20.0,A1084,12,9.0,88,black,1.0,1.0,1.0
20.0,A1084,13,10.0,94,white,1.0,1.0,1.0
20.0,A1084,14,11.0,99,black,1.0,1.0,1.0
20.0,A1084,15,12.0,113,white,1.0,1.0,1.0
20.0,A1084,16,13.0,125,black,-1.0,1.0,0.0
20.0,A1084,17,12.0,110,white,1.0,1.0,1.0
20.0,A1084,18,12.0,118,black,1.0,1.0,1.0
20.0,A1084,19,13.0,123,white,1.0,1.0,1.0
20.0,A1084,20,14.0,136,black,1.0,1.0,1.0
20.0,A1084,21,15.0,144,white,0.0,1.0,0.0
20.0,A1084,22,15.0,146,black,0.0,1.0,0.0
20.0,A1084,23,15.0,139,white,0.0,1.0,0.0
20.0,A1084,24,15.0,139,black,0.0,1.0,0.0
20.0,A1084,25,15.0,140,white,1.0,1.0,1.0
20.0,A1084,26,15.0,149,black,1.0,1.0,1.0
20.0,A1084,27,16.0,157,white,-1.0,1.0,0.0
20.0,A1084,28,15.0,139,black,1.0,1.0,1.0
20.0,A1084,29,15.0,141,white,1.0,1.0,1.0
20.0,A1084,30,16.0,158,black,-1.0,1.0,0.0
20.0,A1084,31,15.0,143,white,1.0,1.0,1.0
20.0,A1084,32,15.0,140,black,1.0,1.0,1.0
20.0,A1084,33,16.0,150,white,-1.0,1.0,0.0
20.0,A1084,34,15.0,144,black,-1.0,1.0,0.0
23.0,A1088,0,2.0,1,black,1.0,1.0,1.0
23.0,A1088,1,2.0,10,white,1.0,1.0,1.0
23.0,A1088,0,3.0,17,black,1.0,1.0,1.0
23.0,A1088,1,3.0,29,white,1.0,1.0,1.0
23.0,A1088,2,4.0,30,black,1.0,1.0,1.0
23.0,A1088,3,5.0,42,white,-1.0,1.0,0.0
23.0,A1088,4,4.0,33,black,1.0,1.0,1.0
23.0,A1088,5,4.0,31,white,1.0,1.0,1.0
23.0,A1088,6,5.0,47,black,1.0,1.0,1.0
23.0,A1088,7,6.0,54,white,1.0,1.0,1.0
23.0,A1088,8,7.0,67,black,1.0,1.0,1.0
23.0,A1088,9,8.0,76,white,1.0,1.0,1.0
23.0,A1088,10,9.0,87,black,1.0,1.0,1.0
23.0,A1088,11,10.0,90,white,1.0,1.0,1.0
23.0,A1088,12,11.0,107,black,-1.0,1.0,0.0
23.0,A1088,13,10.0,91,white,-1.0,1.0,0.0
23.0,A1088,14,9.0,82,black,1.0,1.0,1.0
23.0,A1088,15,9.0,87,white,-1.0,1.0,0.0
23.0,A1088,16,8.0,71,black,1.0,1.0,1.0
23.0,A1088,17,8.0,77,white,1.0,1.0,1.0
23.0,A1088,18,9.0,87,black,1.0,1.0,1.0
23.0,A1088,19,10.0,97,white,-1.0,1.0,0.0
23.0,A1088,20,9.0,86,black,-1.0,1.0,0.0
23.0,A1088,21,8.0,73,white,1.0,1.0,1.0
23.0,A1088,22,8.0,72,black,0.0,1.0,0.0
23.0,A1088,23,8.0,78,white,0.0,1.0,0.0
23.0,A1088,24,8.0,77,black,1.0,1.0,1.0
23.0,A1088,25,8.0,77,white,1.0,1.0,1.0
23.0,A1088,26,9.0,88,black,1.0,1.0,1.0
23.0,A1088,27,10.0,96,white,1.0,1.0,1.0
23.0,A1088,28,11.0,109,black,-1.0,1.0,0.0
23.0,A1088,29,10.0,90,white,1.0,1.0,1.0
23.0,A1088,30,10.0,95,black,1.0,1.0,1.0
23.0,A1088,31,11.0,104,white,-1.0,1.0,0.0
23.0,A1088,32,10.0,93,black,1.0,1.0,1.0
23.0,A1088,33,10.0,99,white,-1.0,1.0,0.0
23.0,A1088,34,9.0,88,black,-1.0,1.0,0.0
20.0,A1046,0,2.0,1,black,1.0,1.0,1.0
20.0,A1046,1,2.0,17,white,1.0,1.0,1.0
20.0,A1046,0,3.0,14,black,1.0,1.0,1.0
20.0,A1046,1,3.0,26,white,1.0,1.0,1.0
20.0,A1046,2,4.0,36,black,1.0,1.0,1.0
20.0,A1046,3,5.0,42,white,1.0,1.0,1.0
20.0,A1046,4,6.0,57,black,1.0,1.0,1.0
20.0,A1046,5,7.0,63,white,1.0,1.0,1.0
20.0,A1046,6,8.0,79,black,1.0,1.0,1.0
20.0,A1046,7,9.0,87,white,1.0,1.0,1.0
20.0,A1046,8,10.0,96,black,1.0,1.0,1.0
20.0,A1046,9,11.0,103,white,1.0,1.0,1.0
20.0,A1046,10,12.0,109,black,1.0,1.0,1.0
20.0,A1046,11,13.0,120,white,1.0,1.0,1.0
20.0,A1046,12,14.0,136,black,1.0,1.0,1.0
20.0,A1046,13,15.0,139,white,1.0,1.0,1.0
20.0,A1046,14,16.0,154,black,1.0,1.0,1.0
20.0,A1046,15,17.0,159,white,1.0,1.0,1.0
20.0,A1046,16,18.0,175,black,1.0,1.0,1.0
20.0,A1046,17,19.0,186,white,-1.0,1.0,0.0
20.0,A1046,18,18.0,178,black,1.0,1.0,1.0
20.0,A1046,19,18.0,178,white,-1.0,1.0,0.0
20.0,A1046,20,17.0,161,black,1.0,1.0,1.0
20.0,A1046,21,17.0,159,white,-1.0,1.0,0.0
20.0,A1046,22,16.0,155,black,1.0,1.0,1.0
20.0,A1046,23,16.0,150,white,0.0,1.0,0.0
20.0,A1046,24,16.0,158,black,-1.0,1.0,0.0
20.0,A1046,25,15.0,146,white,1.0,1.0,1.0
20.0,A1046,26,15.0,139,black,1.0,1.0,1.0
20.0,A1046,27,16.0,156,white,1.0,1.0,1.0
20.0,A1046,28,17.0,164,black,1.0,1.0,1.0
20.0,A1046,29,18.0,171,white,1.0,1.0,1.0
20.0,A1046,30,19.0,186,black,-1.0,1.0,0.0
20.0,A1046,31,18.0,173,white,-1.0,1.0,0.0
20.0,A1046,32,17.0,162,black,1.0,1.0,1.0
20.0,A1046,33,17.0,164,white,-1.0,1.0,0.0
20.0,A1046,34,16.0,158,black,-1.0,1.0,0.0
25.0,A1052,0,2.0,1,black,1.0,1.0,1.0
25.0,A1052,1,2.0,16,white,1.0,1.0,1.0
25.0,A1052,0,3.0,14,black,1.0,1.0,1.0
25.0,A1052,1,3.0,23,white,1.0,1.0,1.0
25.0,A1052,2,4.0,34,black,1.0,1.0,1.0
25.0,A1052,3,5.0,42,white,1.0,1.0,1.0
25.0,A1052,4,6.0,51,black,1.0,1.0,1.0
25.0,A1052,5,7.0,60,white,1.0,1.0,1.0
25.0,A1052,6,8.0,76,black,1.0,1.0,1.0
25.0,A1052,7,9.0,85,white,1.0,1.0,1.0
25.0,A1052,8,10.0,92,black,1.0,1.0,1.0
25.0,A1052,9,11.0,104,white,1.0,1.0,1.0
25.0,A1052,10,12.0,109,black,1.0,1.0,1.0
25.0,A1052,11,13.0,124,white,-1.0,1.0,0.0
25.0,A1052,12,12.0,113,black,1.0,1.0,1.0
25.0,A1052,13,12.0,118,white,-1.0,1.0,0.0
25.0,A1052,14,11.0,103,black,1.0,1.0,1.0
25.0,A1052,15,11.0,102,white,-1.0,1.0,0.0
25.0,A1052,16,10.0,90,black,1.0,1.0,1.0
25.0,A1052,17,10.0,97,white,1.0,1.0,1.0
25.0,A1052,18,11.0,102,black,1.0,1.0,1.0
25.0,A1052,19,12.0,112,white,1.0,1.0,1.0
25.0,A1052,20,13.0,129,black,-1.0,1.0,0.0
25.0,A1052,21,12.0,113,white,1.0,1.0,1.0
25.0,A1052,22,12.0,114,black,1.0,1.0,1.0
25.0,A1052,23,13.0,127,white,1.0,1.0,1.0
25.0,A1052,24,14.0,132,black,-1.0,1.0,0.0
25.0,A1052,25,13.0,126,white,1.0,1.0,1.0
25.0,A1052,26,13.0,122,black,1.0,1.0,1.0
25.0,A1052,27,14.0,138,white,1.0,1.0,1.0
25.0,A1052,28,15.0,145,black,1.0,1.0,1.0
25.0,A1052,29,16.0,154,white,-1.0,1.0,0.0
25.0,A1052,30,15.0,140,black,1.0,1.0,1.0
25.0,A1052,31,15.0,145,white,1.0,1.0,1.0
25.0,A1052,32,16.0,156,black,-1.0,1.0,0.0
25.0,A1052,33,15.0,146,white,-1.0,1.0,0.0
25.0,A1052,34,14.0,132,black,-1.0,1.0,0.0
19.0,A1189,0,2.0,1,black,1.0,1.0,1.0
19.0,A1189,1,2.0,18,white,1.0,1.0,1.0
19.0,A1189,0,3.0,16,black,1.0,1.0,1.0
19.0,A1189,1,3.0,29,white,1.0,1.0,1.0
19.0,A1189,2,4.0,33,black,1.0,1.0,1.0
19.0,A1189,3,5.0,41,white,1.0,1.0,1.0
19.0,A1189,4,6.0,59,black,1.0,1.0,1.0
19.0,A1189,5,7.0,66,white,1.0,1.0,1.0
19.0,A1189,6,8.0,75,black,1.0,1.0,1.0
19.0,A1189,7,9.0,79,white,1.0,1.0,1.0
19.0,A1189,8,10.0,96,black,1.0,1.0,1.0
19.0,A1189,9,11.0,108,white,1.0,1.0,1.0
19.0,A1189,10,12.0,114,black,1.0,1.0,1.0
19.0,A1189,11,13.0,121,white,-1.0,1.0,0.0
19.0,A1189,12,12.0,115,black,1.0,1.0,1.0
19.0,A1189,13,12.0,112,white,-1.0,1.0,0.0
19.0,A1189,14,11.0,108,black,1.0,1.0,1.0
19.0,A1189,15,11.0,103,white,1.0,1.0,1.0
19.0,A1189,16,12.0,109,black,1.0,1.0,1.0
19.0,A1189,17,13.0,125,white,-1.0,1.0,0.0
19.0,A1189,18,12.0,112,black,1.0,1.0,1.0
19.0,A1189,19,12.0,119,white,1.0,1.0,1.0
19.0,A1189,20,13.0,125,black,1.0,1.0,1.0
19.0,A1189,21,14.0,135,white,1.0,1.0,1.0
19.0,A1189,22,15.0,147,black,-1.0,1.0,0.0
19.0,A1189,23,14.0,138,white,-1.0,1.0,0.0
19.0,A1189,24,13.0,123,black,1.0,1.0,1.0
19.0,A1189,25,13.0,121,white,1.0,1.0,1.0
19.0,A1189,26,14.0,138,black,-1.0,1.0,0.0
19.0,A1189,27,13.0,127,white,1.0,1.0,1.0
19.0,A1189,28,13.0,127,black,-1.0,1.0,0.0
19.0,A1189,29,12.0,117,white,1.0,1.0,1.0
19.0,A1189,30,12.0,111,black,1.0,1.0,1.0
19.0,A1189,31,13.0,121,white,-1.0,1.0,0.0
19.0,A1189,32,12.0,114,black,1.0,1.0,1.0
19.0,A1189,33,12.0,109,white,1.0,1.0,1.0
19.0,A1189,34,13.0,122,black,1.0,1.0,1.0
22.0,A1190,0,2.0,1,black,1.0,1.0,1.0
22.0,A1190,1,2.0,11,white,1.0,1.0,1.0
22.0,A1190,0,3.0,14,black,1.0,1.0,1.0
