FlooredAge,subjectNr,gameNumber,category,level,user_color,outcome,count,win
21.0,A242,32,17.0,164,black,-1.0,1.0,0.0
21.0,A242,33,16.0,152,white,1.0,1.0,1.0
21.0,A242,34,16.0,150,black,1.0,1.0,1.0
25.0,A259,0,2.0,1,black,1.0,1.0,1.0
25.0,A259,1,2.0,18,white,1.0,1.0,1.0
25.0,A259,0,3.0,12,black,1.0,1.0,1.0
25.0,A259,1,3.0,21,white,1.0,1.0,1.0
25.0,A259,2,4.0,34,black,1.0,1.0,1.0
25.0,A259,3,5.0,43,white,1.0,1.0,1.0
25.0,A259,4,6.0,51,black,1.0,1.0,1.0
25.0,A259,5,7.0,61,white,1.0,1.0,1.0
25.0,A259,6,8.0,78,black,1.0,1.0,1.0
25.0,A259,7,9.0,85,white,1.0,1.0,1.0
25.0,A259,8,10.0,96,black,1.0,1.0,1.0
25.0,A259,9,11.0,105,white,1.0,1.0,1.0
25.0,A259,10,12.0,110,black,1.0,1.0,1.0
25.0,A259,11,13.0,129,white,-1.0,1.0,0.0
25.0,A259,12,12.0,115,black,1.0,1.0,1.0
25.0,A259,13,12.0,114,white,1.0,1.0,1.0
25.0,A259,14,13.0,124,black,1.0,1.0,1.0
25.0,A259,15,14.0,129,white,1.0,1.0,1.0
25.0,A259,16,15.0,141,black,-1.0,1.0,0.0
25.0,A259,17,14.0,137,white,1.0,1.0,1.0
25.0,A259,18,14.0,138,black,1.0,1.0,1.0
25.0,A259,19,15.0,145,white,1.0,1.0,1.0
25.0,A259,20,16.0,153,black,-1.0,1.0,0.0
25.0,A259,21,15.0,143,white,1.0,1.0,1.0
25.0,A259,22,15.0,139,black,-1.0,1.0,0.0
25.0,A259,23,14.0,136,white,1.0,1.0,1.0
25.0,A259,24,14.0,134,black,1.0,1.0,1.0
25.0,A259,25,15.0,147,white,-1.0,1.0,0.0
25.0,A259,26,14.0,134,black,1.0,1.0,1.0
25.0,A259,27,14.0,131,white,1.0,1.0,1.0
25.0,A259,28,15.0,140,black,1.0,1.0,1.0
25.0,A259,29,16.0,155,white,-1.0,1.0,0.0
25.0,A259,30,15.0,140,black,1.0,1.0,1.0
25.0,A259,31,15.0,142,white,-1.0,1.0,0.0
25.0,A259,32,14.0,129,black,-1.0,1.0,0.0
25.0,A259,33,13.0,124,white,-1.0,1.0,0.0
25.0,A259,34,12.0,113,black,1.0,1.0,1.0
18.0,A290,0,2.0,1,black,1.0,1.0,1.0
18.0,A290,1,2.0,10,white,1.0,1.0,1.0
18.0,A290,0,3.0,13,black,1.0,1.0,1.0
18.0,A290,1,3.0,21,white,1.0,1.0,1.0
18.0,A290,2,4.0,35,black,1.0,1.0,1.0
18.0,A290,3,5.0,48,white,1.0,1.0,1.0
18.0,A290,4,6.0,58,black,1.0,1.0,1.0
18.0,A290,5,7.0,59,white,1.0,1.0,1.0
18.0,A290,6,8.0,73,black,1.0,1.0,1.0
18.0,A290,7,9.0,83,white,1.0,1.0,1.0
18.0,A290,8,10.0,91,black,1.0,1.0,1.0
18.0,A290,9,11.0,105,white,-1.0,1.0,0.0
18.0,A290,10,10.0,90,black,1.0,1.0,1.0
18.0,A290,11,10.0,92,white,1.0,1.0,1.0
18.0,A290,12,11.0,105,black,1.0,1.0,1.0
18.0,A290,13,12.0,112,white,1.0,1.0,1.0
18.0,A290,14,13.0,127,black,1.0,1.0,1.0
18.0,A290,15,14.0,135,white,1.0,1.0,1.0
18.0,A290,16,15.0,140,black,-1.0,1.0,0.0
18.0,A290,17,14.0,137,white,1.0,1.0,1.0
18.0,A290,18,14.0,136,black,1.0,1.0,1.0
18.0,A290,19,15.0,139,white,1.0,1.0,1.0
18.0,A290,20,16.0,150,black,-1.0,1.0,0.0
18.0,A290,21,15.0,146,white,-1.0,1.0,0.0
18.0,A290,22,14.0,136,black,1.0,1.0,1.0
18.0,A290,23,14.0,130,white,1.0,1.0,1.0
18.0,A290,24,15.0,141,black,-1.0,1.0,0.0
18.0,A290,25,14.0,138,white,1.0,1.0,1.0
18.0,A290,26,14.0,136,black,1.0,1.0,1.0
18.0,A290,27,15.0,143,white,-1.0,1.0,0.0
18.0,A290,28,14.0,134,black,1.0,1.0,1.0
18.0,A290,29,14.0,136,white,-1.0,1.0,0.0
18.0,A290,30,13.0,125,black,0.0,1.0,0.0
18.0,A290,31,13.0,127,white,-1.0,1.0,0.0
18.0,A290,32,12.0,113,black,1.0,1.0,1.0
18.0,A290,33,12.0,114,white,0.0,1.0,0.0
18.0,A290,34,12.0,111,black,-1.0,1.0,0.0
18.0,A314,0,2.0,1,black,1.0,1.0,1.0
18.0,A314,1,2.0,14,white,1.0,1.0,1.0
18.0,A314,0,3.0,11,black,1.0,1.0,1.0
18.0,A314,1,3.0,27,white,1.0,1.0,1.0
18.0,A314,2,4.0,33,black,1.0,1.0,1.0
18.0,A314,3,5.0,41,white,1.0,1.0,1.0
18.0,A314,4,6.0,51,black,1.0,1.0,1.0
18.0,A314,5,7.0,65,white,1.0,1.0,1.0
18.0,A314,6,8.0,73,black,1.0,1.0,1.0
18.0,A314,7,9.0,84,white,1.0,1.0,1.0
18.0,A314,8,10.0,89,black,1.0,1.0,1.0
18.0,A314,9,11.0,99,white,-1.0,1.0,0.0
18.0,A314,10,10.0,98,black,-1.0,1.0,0.0
18.0,A314,11,9.0,87,white,1.0,1.0,1.0
18.0,A314,12,9.0,79,black,1.0,1.0,1.0
18.0,A314,13,10.0,95,white,1.0,1.0,1.0
18.0,A314,14,11.0,104,black,1.0,1.0,1.0
18.0,A314,15,12.0,110,white,1.0,1.0,1.0
18.0,A314,16,13.0,122,black,1.0,1.0,1.0
18.0,A314,17,14.0,130,white,1.0,1.0,1.0
18.0,A314,18,15.0,142,black,-1.0,1.0,0.0
18.0,A314,19,14.0,138,white,1.0,1.0,1.0
18.0,A314,20,14.0,133,black,1.0,1.0,1.0
18.0,A314,21,15.0,145,white,1.0,1.0,1.0
18.0,A314,22,16.0,154,black,1.0,1.0,1.0
18.0,A314,23,17.0,163,white,1.0,1.0,1.0
18.0,A314,24,18.0,169,black,1.0,1.0,1.0
18.0,A314,25,19.0,184,white,1.0,1.0,1.0
18.0,A314,26,20.0,190,black,1.0,1.0,1.0
18.0,A314,27,20.0,192,white,0.0,1.0,0.0
18.0,A314,28,20.0,189,black,-1.0,1.0,0.0
18.0,A314,29,19.0,180,white,1.0,1.0,1.0
18.0,A314,30,19.0,180,black,1.0,1.0,1.0
18.0,A314,31,20.0,198,white,0.0,1.0,0.0
18.0,A314,32,20.0,189,black,0.0,1.0,0.0
18.0,A314,33,20.0,191,white,-1.0,1.0,0.0
18.0,A314,34,19.0,185,black,1.0,1.0,1.0
24.0,A337,0,2.0,1,black,1.0,1.0,1.0
24.0,A337,1,2.0,15,white,1.0,1.0,1.0
24.0,A337,0,3.0,18,black,1.0,1.0,1.0
24.0,A337,1,3.0,22,white,1.0,1.0,1.0
24.0,A337,2,4.0,33,black,1.0,1.0,1.0
24.0,A337,3,5.0,46,white,1.0,1.0,1.0
24.0,A337,4,6.0,55,black,1.0,1.0,1.0
24.0,A337,5,7.0,60,white,1.0,1.0,1.0
24.0,A337,6,8.0,79,black,1.0,1.0,1.0
24.0,A337,7,9.0,89,white,1.0,1.0,1.0
24.0,A337,8,10.0,89,black,1.0,1.0,1.0
24.0,A337,9,11.0,99,white,-1.0,1.0,0.0
24.0,A337,10,10.0,93,black,1.0,1.0,1.0
24.0,A337,11,10.0,93,white,1.0,1.0,1.0
24.0,A337,12,11.0,105,black,1.0,1.0,1.0
24.0,A337,13,12.0,111,white,1.0,1.0,1.0
24.0,A337,14,13.0,121,black,-1.0,1.0,0.0
24.0,A337,15,12.0,111,white,1.0,1.0,1.0
24.0,A337,16,12.0,117,black,-1.0,1.0,0.0
24.0,A337,17,11.0,104,white,1.0,1.0,1.0
24.0,A337,18,11.0,101,black,1.0,1.0,1.0
24.0,A337,19,12.0,118,white,1.0,1.0,1.0
24.0,A337,20,13.0,128,black,-1.0,1.0,0.0
24.0,A337,21,12.0,113,white,-1.0,1.0,0.0
24.0,A337,22,11.0,107,black,1.0,1.0,1.0
24.0,A337,23,11.0,103,white,1.0,1.0,1.0
24.0,A337,24,12.0,109,black,1.0,1.0,1.0
24.0,A337,25,13.0,127,white,-1.0,1.0,0.0
24.0,A337,26,12.0,114,black,1.0,1.0,1.0
24.0,A337,27,12.0,115,white,1.0,1.0,1.0
24.0,A337,28,13.0,122,black,-1.0,1.0,0.0
24.0,A337,29,12.0,118,white,-1.0,1.0,0.0
24.0,A337,30,11.0,102,black,1.0,1.0,1.0
24.0,A337,31,11.0,106,white,1.0,1.0,1.0
24.0,A337,32,12.0,119,black,-1.0,1.0,0.0
24.0,A337,33,11.0,107,white,1.0,1.0,1.0
24.0,A337,34,11.0,102,black,1.0,1.0,1.0
20.0,A1198,0,2.0,1,black,1.0,1.0,1.0
20.0,A1198,1,2.0,11,white,1.0,1.0,1.0
20.0,A1198,0,3.0,15,black,1.0,1.0,1.0
20.0,A1198,1,3.0,24,white,1.0,1.0,1.0
20.0,A1198,2,4.0,32,black,1.0,1.0,1.0
20.0,A1198,3,5.0,40,white,1.0,1.0,1.0
20.0,A1198,4,6.0,59,black,1.0,1.0,1.0
20.0,A1198,5,7.0,68,white,1.0,1.0,1.0
20.0,A1198,6,8.0,75,black,1.0,1.0,1.0
20.0,A1198,7,9.0,83,white,1.0,1.0,1.0
20.0,A1198,8,10.0,97,black,1.0,1.0,1.0
20.0,A1198,9,11.0,108,white,1.0,1.0,1.0
20.0,A1198,10,12.0,116,black,1.0,1.0,1.0
20.0,A1198,11,13.0,127,white,1.0,1.0,1.0
20.0,A1198,12,14.0,131,black,1.0,1.0,1.0
20.0,A1198,13,15.0,145,white,-1.0,1.0,0.0
20.0,A1198,14,14.0,135,black,1.0,1.0,1.0
20.0,A1198,15,14.0,132,white,1.0,1.0,1.0
20.0,A1198,16,15.0,143,black,-1.0,1.0,0.0
20.0,A1198,17,14.0,134,white,1.0,1.0,1.0
20.0,A1198,18,14.0,138,black,1.0,1.0,1.0
20.0,A1198,19,15.0,146,white,1.0,1.0,1.0
20.0,A1198,20,16.0,154,black,1.0,1.0,1.0
20.0,A1198,21,17.0,159,white,0.0,1.0,0.0
20.0,A1198,22,17.0,165,black,1.0,1.0,1.0
20.0,A1198,23,17.0,167,white,1.0,1.0,1.0
20.0,A1198,24,18.0,172,black,-1.0,1.0,0.0
20.0,A1198,25,17.0,164,white,-1.0,1.0,0.0
20.0,A1198,26,16.0,153,black,-1.0,1.0,0.0
20.0,A1198,27,15.0,143,white,0.0,1.0,0.0
20.0,A1198,28,15.0,141,black,1.0,1.0,1.0
20.0,A1198,29,15.0,149,white,-1.0,1.0,0.0
20.0,A1198,30,14.0,136,black,0.0,1.0,0.0
20.0,A1198,31,14.0,130,white,1.0,1.0,1.0
20.0,A1198,32,14.0,132,black,1.0,1.0,1.0
20.0,A1198,33,15.0,142,white,-1.0,1.0,0.0
20.0,A1198,34,14.0,129,black,-1.0,1.0,0.0
20.0,A953,0,2.0,1,black,1.0,1.0,1.0
20.0,A953,1,2.0,16,white,1.0,1.0,1.0
20.0,A953,0,3.0,16,black,1.0,1.0,1.0
20.0,A953,1,3.0,21,white,1.0,1.0,1.0
20.0,A953,2,4.0,32,black,1.0,1.0,1.0
20.0,A953,3,5.0,49,white,-1.0,1.0,0.0
20.0,A953,4,4.0,30,black,1.0,1.0,1.0
20.0,A953,5,4.0,33,white,1.0,1.0,1.0
20.0,A953,6,5.0,43,black,1.0,1.0,1.0
20.0,A953,7,6.0,51,white,1.0,1.0,1.0
20.0,A953,8,7.0,64,black,1.0,1.0,1.0
20.0,A953,9,8.0,79,white,1.0,1.0,1.0
20.0,A953,10,9.0,88,black,1.0,1.0,1.0
20.0,A953,11,10.0,98,white,1.0,1.0,1.0
20.0,A953,12,11.0,103,black,1.0,1.0,1.0
20.0,A953,13,12.0,109,white,1.0,1.0,1.0
20.0,A953,14,13.0,128,black,-1.0,1.0,0.0
20.0,A953,15,12.0,111,white,-1.0,1.0,0.0
20.0,A953,16,11.0,104,black,1.0,1.0,1.0
20.0,A953,17,11.0,100,white,-1.0,1.0,0.0
20.0,A953,18,10.0,93,black,1.0,1.0,1.0
20.0,A953,19,10.0,97,white,1.0,1.0,1.0
20.0,A953,20,11.0,106,black,1.0,1.0,1.0
20.0,A953,21,12.0,117,white,-1.0,1.0,0.0
20.0,A953,22,11.0,106,black,1.0,1.0,1.0
20.0,A953,23,11.0,108,white,1.0,1.0,1.0
20.0,A953,24,12.0,114,black,-1.0,1.0,0.0
20.0,A953,25,11.0,103,white,-1.0,1.0,0.0
20.0,A953,26,10.0,90,black,1.0,1.0,1.0
20.0,A953,27,10.0,98,white,-1.0,1.0,0.0
20.0,A953,28,9.0,86,black,-1.0,1.0,0.0
20.0,A953,29,8.0,74,white,1.0,1.0,1.0
20.0,A953,30,8.0,77,black,1.0,1.0,1.0
20.0,A953,31,9.0,85,white,1.0,1.0,1.0
20.0,A953,32,10.0,96,black,1.0,1.0,1.0
20.0,A953,33,11.0,101,white,1.0,1.0,1.0
20.0,A953,34,12.0,109,black,1.0,1.0,1.0
22.0,A927,0,2.0,1,black,1.0,1.0,1.0
22.0,A927,1,2.0,10,white,1.0,1.0,1.0
22.0,A927,0,3.0,18,black,1.0,1.0,1.0
22.0,A927,1,3.0,29,white,1.0,1.0,1.0
22.0,A927,2,4.0,36,black,1.0,1.0,1.0
22.0,A927,3,5.0,42,white,-1.0,1.0,0.0
22.0,A927,4,4.0,31,black,1.0,1.0,1.0
22.0,A927,5,4.0,38,white,1.0,1.0,1.0
22.0,A927,6,5.0,44,black,1.0,1.0,1.0
22.0,A927,7,6.0,56,white,1.0,1.0,1.0
22.0,A927,8,7.0,63,black,1.0,1.0,1.0
22.0,A927,9,8.0,79,white,1.0,1.0,1.0
22.0,A927,10,9.0,86,black,1.0,1.0,1.0
22.0,A927,11,10.0,96,white,1.0,1.0,1.0
22.0,A927,12,11.0,101,black,1.0,1.0,1.0
22.0,A927,13,12.0,110,white,1.0,1.0,1.0
22.0,A927,14,13.0,127,black,-1.0,1.0,0.0
22.0,A927,15,12.0,117,white,-1.0,1.0,0.0
22.0,A927,16,11.0,100,black,1.0,1.0,1.0
22.0,A927,17,11.0,105,white,0.0,1.0,0.0
22.0,A927,18,11.0,104,black,-1.0,1.0,0.0
22.0,A927,19,10.0,90,white,-1.0,1.0,0.0
22.0,A927,20,9.0,84,black,1.0,1.0,1.0
22.0,A927,21,9.0,82,white,1.0,1.0,1.0
22.0,A927,22,10.0,90,black,1.0,1.0,1.0
22.0,A927,23,11.0,107,white,-1.0,1.0,0.0
22.0,A927,24,10.0,93,black,1.0,1.0,1.0
22.0,A927,25,10.0,96,white,-1.0,1.0,0.0
22.0,A927,26,9.0,82,black,1.0,1.0,1.0
22.0,A927,27,9.0,87,white,1.0,1.0,1.0
22.0,A927,28,10.0,98,black,1.0,1.0,1.0
22.0,A927,29,11.0,104,white,-1.0,1.0,0.0
22.0,A927,30,10.0,89,black,1.0,1.0,1.0
22.0,A927,31,10.0,96,white,-1.0,1.0,0.0
22.0,A927,32,9.0,86,black,-1.0,1.0,0.0
22.0,A927,33,8.0,73,white,1.0,1.0,1.0
22.0,A927,34,8.0,76,black,1.0,1.0,1.0
22.0,A919,0,2.0,1,black,1.0,1.0,1.0
22.0,A919,1,2.0,14,white,1.0,1.0,1.0
22.0,A919,0,3.0,11,black,1.0,1.0,1.0
22.0,A919,1,3.0,24,white,1.0,1.0,1.0
22.0,A919,2,4.0,36,black,1.0,1.0,1.0
22.0,A919,3,5.0,43,white,1.0,1.0,1.0
22.0,A919,4,6.0,50,black,-1.0,1.0,0.0
22.0,A919,5,5.0,46,white,1.0,1.0,1.0
22.0,A919,6,5.0,44,black,1.0,1.0,1.0
22.0,A919,7,6.0,53,white,1.0,1.0,1.0
22.0,A919,8,7.0,62,black,1.0,1.0,1.0
22.0,A919,9,8.0,75,white,1.0,1.0,1.0
22.0,A919,10,9.0,89,black,1.0,1.0,1.0
22.0,A919,11,10.0,97,white,1.0,1.0,1.0
22.0,A919,12,11.0,107,black,1.0,1.0,1.0
22.0,A919,13,12.0,114,white,-1.0,1.0,0.0
22.0,A919,14,11.0,100,black,1.0,1.0,1.0
22.0,A919,15,11.0,106,white,1.0,1.0,1.0
22.0,A919,16,12.0,116,black,1.0,1.0,1.0
22.0,A919,17,13.0,125,white,-1.0,1.0,0.0
22.0,A919,18,12.0,117,black,1.0,1.0,1.0
22.0,A919,19,12.0,113,white,1.0,1.0,1.0
22.0,A919,20,13.0,120,black,0.0,1.0,0.0
22.0,A919,21,13.0,127,white,-1.0,1.0,0.0
22.0,A919,22,12.0,112,black,1.0,1.0,1.0
22.0,A919,23,12.0,116,white,-1.0,1.0,0.0
22.0,A919,24,11.0,105,black,0.0,1.0,0.0
22.0,A919,25,11.0,103,white,-1.0,1.0,0.0
22.0,A919,26,10.0,92,black,1.0,1.0,1.0
22.0,A919,27,10.0,92,white,1.0,1.0,1.0
22.0,A919,28,11.0,104,black,1.0,1.0,1.0
22.0,A919,29,12.0,112,white,1.0,1.0,1.0
22.0,A919,30,13.0,129,black,1.0,1.0,1.0
22.0,A919,31,14.0,135,white,1.0,1.0,1.0
22.0,A919,32,15.0,148,black,1.0,1.0,1.0
22.0,A919,33,16.0,152,white,1.0,1.0,1.0
22.0,A919,34,17.0,164,black,1.0,1.0,1.0
22.0,A1218,0,2.0,1,black,1.0,1.0,1.0
22.0,A1218,1,2.0,14,white,1.0,1.0,1.0
22.0,A1218,0,3.0,14,black,1.0,1.0,1.0
22.0,A1218,1,3.0,25,white,1.0,1.0,1.0
22.0,A1218,2,4.0,33,black,1.0,1.0,1.0
22.0,A1218,3,5.0,49,white,1.0,1.0,1.0
22.0,A1218,4,6.0,54,black,1.0,1.0,1.0
22.0,A1218,5,7.0,69,white,-1.0,1.0,0.0
22.0,A1218,6,6.0,53,black,1.0,1.0,1.0
22.0,A1218,7,6.0,53,white,-1.0,1.0,0.0
22.0,A1218,8,5.0,42,black,1.0,1.0,1.0
22.0,A1218,9,5.0,49,white,1.0,1.0,1.0
22.0,A1218,10,6.0,58,black,1.0,1.0,1.0
22.0,A1218,11,7.0,62,white,-1.0,1.0,0.0
22.0,A1218,12,6.0,57,black,1.0,1.0,1.0
22.0,A1218,13,6.0,58,white,1.0,1.0,1.0
22.0,A1218,14,7.0,64,black,1.0,1.0,1.0
22.0,A1218,15,8.0,78,white,-1.0,1.0,0.0
22.0,A1218,16,7.0,61,black,1.0,1.0,1.0
22.0,A1218,17,7.0,65,white,1.0,1.0,1.0
22.0,A1218,18,8.0,79,black,1.0,1.0,1.0
22.0,A1218,19,9.0,84,white,1.0,1.0,1.0
22.0,A1218,20,10.0,94,black,1.0,1.0,1.0
22.0,A1218,21,11.0,109,white,1.0,1.0,1.0
22.0,A1218,22,12.0,118,black,1.0,1.0,1.0
22.0,A1218,23,13.0,128,white,-1.0,1.0,0.0
22.0,A1218,24,12.0,112,black,1.0,1.0,1.0
22.0,A1218,25,12.0,111,white,1.0,1.0,1.0
22.0,A1218,26,13.0,126,black,-1.0,1.0,0.0
22.0,A1218,27,12.0,109,white,-1.0,1.0,0.0
22.0,A1218,28,11.0,102,black,1.0,1.0,1.0
22.0,A1218,29,11.0,103,white,1.0,1.0,1.0
22.0,A1218,30,12.0,116,black,1.0,1.0,1.0
22.0,A1218,31,13.0,121,white,-1.0,1.0,0.0
22.0,A1218,32,12.0,114,black,1.0,1.0,1.0
22.0,A1218,33,12.0,113,white,1.0,1.0,1.0
22.0,A1218,34,13.0,124,black,-1.0,1.0,0.0
22.0,A1203,0,2.0,1,black,1.0,1.0,1.0
22.0,A1203,1,2.0,16,white,1.0,1.0,1.0
22.0,A1203,0,3.0,19,black,1.0,1.0,1.0
22.0,A1203,1,3.0,22,white,1.0,1.0,1.0
22.0,A1203,2,4.0,35,black,1.0,1.0,1.0
22.0,A1203,3,5.0,46,white,1.0,1.0,1.0
22.0,A1203,4,6.0,52,black,1.0,1.0,1.0
22.0,A1203,5,7.0,64,white,1.0,1.0,1.0
22.0,A1203,6,8.0,79,black,1.0,1.0,1.0
22.0,A1203,7,9.0,87,white,1.0,1.0,1.0
22.0,A1203,8,10.0,93,black,-1.0,1.0,0.0
22.0,A1203,9,9.0,79,white,1.0,1.0,1.0
22.0,A1203,10,9.0,83,black,1.0,1.0,1.0
22.0,A1203,11,10.0,98,white,1.0,1.0,1.0
22.0,A1203,12,11.0,105,black,1.0,1.0,1.0
22.0,A1203,13,12.0,115,white,-1.0,1.0,0.0
22.0,A1203,14,11.0,103,black,1.0,1.0,1.0
22.0,A1203,15,11.0,101,white,1.0,1.0,1.0
22.0,A1203,16,12.0,117,black,1.0,1.0,1.0
22.0,A1203,17,13.0,129,white,-1.0,1.0,0.0
22.0,A1203,18,12.0,116,black,1.0,1.0,1.0
22.0,A1203,19,12.0,110,white,1.0,1.0,1.0
22.0,A1203,20,13.0,128,black,1.0,1.0,1.0
22.0,A1203,21,14.0,134,white,1.0,1.0,1.0
22.0,A1203,22,15.0,144,black,1.0,1.0,1.0
22.0,A1203,23,16.0,153,white,-1.0,1.0,0.0
22.0,A1203,24,15.0,144,black,-1.0,1.0,0.0
22.0,A1203,25,14.0,135,white,1.0,1.0,1.0
22.0,A1203,26,14.0,130,black,1.0,1.0,1.0
22.0,A1203,27,15.0,145,white,-1.0,1.0,0.0
22.0,A1203,28,14.0,133,black,-1.0,1.0,0.0
22.0,A1203,29,13.0,125,white,-1.0,1.0,0.0
22.0,A1203,30,12.0,113,black,1.0,1.0,1.0
22.0,A1203,31,12.0,113,white,1.0,1.0,1.0
22.0,A1203,32,13.0,123,black,1.0,1.0,1.0
22.0,A1203,33,14.0,136,white,-1.0,1.0,0.0
22.0,A1203,34,13.0,121,black,1.0,1.0,1.0
22.0,A1142,0,2.0,1,black,1.0,1.0,1.0
22.0,A1142,1,2.0,17,white,1.0,1.0,1.0
22.0,A1142,0,3.0,16,black,1.0,1.0,1.0
22.0,A1142,1,3.0,23,white,-1.0,1.0,0.0
22.0,A1142,2,2.0,10,black,1.0,1.0,1.0
22.0,A1142,3,2.0,16,white,1.0,1.0,1.0
22.0,A1142,4,3.0,24,black,1.0,1.0,1.0
22.0,A1142,5,4.0,39,white,1.0,1.0,1.0
22.0,A1142,6,5.0,40,black,1.0,1.0,1.0
22.0,A1142,7,6.0,50,white,1.0,1.0,1.0
22.0,A1142,8,7.0,63,black,1.0,1.0,1.0
22.0,A1142,9,8.0,69,white,1.0,1.0,1.0
22.0,A1142,10,9.0,82,black,1.0,1.0,1.0
22.0,A1142,11,10.0,94,white,1.0,1.0,1.0
22.0,A1142,12,11.0,108,black,1.0,1.0,1.0
22.0,A1142,13,12.0,118,white,1.0,1.0,1.0
22.0,A1142,14,13.0,126,black,1.0,1.0,1.0
22.0,A1142,15,14.0,135,white,1.0,1.0,1.0
22.0,A1142,16,15.0,147,black,1.0,1.0,1.0
22.0,A1142,17,16.0,150,white,1.0,1.0,1.0
22.0,A1142,18,17.0,161,black,1.0,1.0,1.0
22.0,A1142,19,18.0,169,white,-1.0,1.0,0.0
22.0,A1142,20,17.0,162,black,1.0,1.0,1.0
22.0,A1142,21,17.0,168,white,-1.0,1.0,0.0
22.0,A1142,22,16.0,155,black,-1.0,1.0,0.0
22.0,A1142,23,15.0,146,white,0.0,1.0,0.0
22.0,A1142,24,15.0,144,black,1.0,1.0,1.0
22.0,A1142,25,15.0,140,white,0.0,1.0,0.0
22.0,A1142,26,15.0,146,black,1.0,1.0,1.0
22.0,A1142,27,15.0,145,white,1.0,1.0,1.0
22.0,A1142,28,16.0,155,black,1.0,1.0,1.0
22.0,A1142,29,17.0,162,white,-1.0,1.0,0.0
22.0,A1142,30,16.0,156,black,-1.0,1.0,0.0
22.0,A1142,31,15.0,146,white,-1.0,1.0,0.0
22.0,A1142,32,14.0,132,black,1.0,1.0,1.0
22.0,A1142,33,14.0,131,white,1.0,1.0,1.0
22.0,A1142,34,15.0,148,black,-1.0,1.0,0.0
22.0,A1068,0,2.0,1,black,1.0,1.0,1.0
22.0,A1068,1,2.0,13,white,1.0,1.0,1.0
22.0,A1068,0,3.0,10,black,1.0,1.0,1.0
22.0,A1068,1,3.0,21,white,1.0,1.0,1.0
22.0,A1068,2,4.0,36,black,1.0,1.0,1.0
22.0,A1068,3,5.0,48,white,1.0,1.0,1.0
22.0,A1068,4,6.0,51,black,1.0,1.0,1.0
22.0,A1068,5,7.0,65,white,1.0,1.0,1.0
22.0,A1068,6,8.0,74,black,1.0,1.0,1.0
22.0,A1068,7,9.0,84,white,-1.0,1.0,0.0
22.0,A1068,8,8.0,74,black,1.0,1.0,1.0
22.0,A1068,9,8.0,74,white,-1.0,1.0,0.0
22.0,A1068,10,7.0,61,black,1.0,1.0,1.0
22.0,A1068,11,7.0,65,white,1.0,1.0,1.0
22.0,A1068,12,8.0,73,black,1.0,1.0,1.0
22.0,A1068,13,9.0,81,white,-1.0,1.0,0.0
22.0,A1068,14,8.0,74,black,1.0,1.0,1.0
22.0,A1068,15,8.0,77,white,1.0,1.0,1.0
22.0,A1068,16,9.0,86,black,1.0,1.0,1.0
22.0,A1068,17,10.0,92,white,-1.0,1.0,0.0
22.0,A1068,18,9.0,88,black,1.0,1.0,1.0
22.0,A1068,19,9.0,80,white,1.0,1.0,1.0
22.0,A1068,20,10.0,98,black,1.0,1.0,1.0
22.0,A1068,21,11.0,99,white,1.0,1.0,1.0
22.0,A1068,22,12.0,111,black,1.0,1.0,1.0
22.0,A1068,23,13.0,127,white,1.0,1.0,1.0
22.0,A1068,24,14.0,138,black,-1.0,1.0,0.0
22.0,A1068,25,13.0,125,white,-1.0,1.0,0.0
22.0,A1068,26,12.0,114,black,-1.0,1.0,0.0
22.0,A1068,27,11.0,101,white,1.0,1.0,1.0
22.0,A1068,28,11.0,104,black,1.0,1.0,1.0
22.0,A1068,29,12.0,116,white,-1.0,1.0,0.0
22.0,A1068,30,11.0,102,black,1.0,1.0,1.0
22.0,A1068,31,11.0,100,white,-1.0,1.0,0.0
22.0,A1068,32,10.0,96,black,-1.0,1.0,0.0
22.0,A1068,33,9.0,88,white,1.0,1.0,1.0
22.0,A1068,34,9.0,87,black,-1.0,1.0,0.0
22.0,A1156,0,2.0,1,black,0.0,1.0,0.0
22.0,A1156,1,1.0,8,white,1.0,1.0,1.0
22.0,A1156,0,1.0,17,black,1.0,1.0,1.0
22.0,A1156,1,3.0,25,white,1.0,1.0,1.0
22.0,A1156,2,4.0,38,black,1.0,1.0,1.0
22.0,A1156,3,5.0,47,white,1.0,1.0,1.0
22.0,A1156,4,6.0,59,black,1.0,1.0,1.0
22.0,A1156,5,7.0,64,white,1.0,1.0,1.0
22.0,A1156,6,8.0,71,black,1.0,1.0,1.0
22.0,A1156,7,9.0,80,white,1.0,1.0,1.0
22.0,A1156,8,10.0,95,black,-1.0,1.0,0.0
22.0,A1156,9,9.0,86,white,1.0,1.0,1.0
22.0,A1156,10,9.0,85,black,1.0,1.0,1.0
22.0,A1156,11,10.0,97,white,1.0,1.0,1.0
22.0,A1156,12,11.0,101,black,1.0,1.0,1.0
22.0,A1156,13,12.0,112,white,1.0,1.0,1.0
22.0,A1156,14,13.0,128,black,1.0,1.0,1.0
22.0,A1156,15,14.0,132,white,-1.0,1.0,0.0
22.0,A1156,16,13.0,124,black,-1.0,1.0,0.0
22.0,A1156,17,12.0,112,white,-1.0,1.0,0.0
22.0,A1156,18,11.0,101,black,-1.0,1.0,0.0
22.0,A1156,19,10.0,97,white,1.0,1.0,1.0
22.0,A1156,20,10.0,98,black,1.0,1.0,1.0
